nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
294249,/universities/universidad-iberoamericana-ibero,Universidad Iberoamericana IBERO,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small_2.jpg"" alt=""Universidad Iberoamericana IBERO Logo"">",275,,701-750,Mexico,Latin America,4,"<a href=""/where-to-study/latin-america/mexico/guide"" class=""guide-link"" target=""_blank"">Mexico</a>"
293507,/universities/universidad-peruana-cayetano-heredia-upch,Universidad Peruana Cayetano Heredia (UPCH),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small_5.jpg"" alt=""Universidad Peruana Cayetano Heredia (UPCH) Logo"">",2699,,701-750,Peru,Latin America,,"<a href=""/where-to-study/latin-america/peru/guide"" class=""guide-link"" target=""_blank"">Peru</a>"
297434,/universities/universidade-de-santiago-de-compostela,Universidade de Santiago de Compostela,"<img src=""https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg"" alt=""Universidade de Santiago de Compostela Logo"">",547,,701-750,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
295200,/universities/universidade-federal-do-rio-grande-do-sul,Universidade Federal do Rio Grande Do Sul,"<img src=""https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg"" alt=""Universidade Federal do Rio Grande Do Sul Logo"">",2239,,701-750,Brazil,Latin America,,"<a href=""/where-to-study/latin-america/brazil/guide"" class=""guide-link"" target=""_blank"">Brazil</a>"
297237,/universities/university-trieste,University of Trieste,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg"" alt=""University of Trieste Logo"">",624,,701-750,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
296569,/universities/universitat-rostock,Universität Rostock,"<img src=""https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg"" alt=""Universität Rostock Logo"">",1368,,701-750,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
293992,/universities/universite-claude-bernard-lyon-1,Université Claude Bernard Lyon 1,"<img src=""https://www.topuniversities.com/sites/default/files/universit-claude-bernard-lyon-1_373_small.jpg"" alt=""Université Claude Bernard Lyon 1 Logo"">",373,,701-750,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
296896,/universities/universite-de-sherbrooke,Université de Sherbrooke,"<img src=""https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg"" alt=""Université de Sherbrooke Logo"">",1758,,701-750,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294656,/universities/universiti-tenaga-nasional-uniten,Universiti Tenaga Nasional (UNITEN),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg"" alt=""Universiti Tenaga Nasional (UNITEN) Logo"">",784,,701-750,Malaysia,Asia,,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
294406,/universities/university-central-florida,University of Central Florida,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-central-florida_209_small.jpg"" alt=""University of Central Florida Logo"">",209,,701-750,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294979,/universities/university-electronic-science-technology-china,University of Electronic Science and Technology of China,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-electronic-science-and-technology-of-china_2009_small_0.jpg"" alt=""University of Electronic Science and Technology of China Logo"">",2009,,701-750,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
296381,/universities/university-greenwich,University of Greenwich,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg"" alt=""University of Greenwich Logo"">",1645,,701-750,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297087,/universities/university-haifa,University of Haifa,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-haifa_739_small.jpg"" alt=""University of Haifa Logo"">",739,,701-750,Israel,Asia,,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>"
294254,/universities/university-houston,University of Houston,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg"" alt=""University of Houston Logo"">",270,,701-750,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297416,/universities/university-huddersfield,University of Huddersfield,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg"" alt=""University of Huddersfield Logo"">",551,,701-750,United Kingdom,Europe,4,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
295062,/universities/university-maryland-baltimore-county,"University of Maryland, Baltimore County","<img src=""https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg"" alt=""University of Maryland, Baltimore County Logo"">",2092,,701-750,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297043,/universities/university-southern-queensland,University of Southern Queensland,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-southern-queensland-_592560cf2aeae70239af4dd1_small.jpg"" alt=""University of Southern Queensland Logo"">",846,,701-750,Australia,Oceania,4,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297535,/universities/worcester-polytechnic-institute,Worcester Polytechnic Institute,"<img src=""https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg"" alt=""Worcester Polytechnic Institute Logo"">",829,,701-750,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297638,/universities/zayed-university,Zayed University,"<img src=""https://www.topuniversities.com/sites/default/files/zayed-university_592560cf2aeae70239af4f36_small_0.jpg"" alt=""Zayed University Logo"">",1203,,701-750,United Arab Emirates,Asia,4,"<a href=""/where-to-study/asia/united-arab-emirates/guide"" class=""guide-link"" target=""_blank"">United Arab Emirates</a>"
294981,/universities/beijing-jiaotong-university,Beijing Jiaotong University,"<img src=""https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg"" alt=""Beijing Jiaotong University Logo"">",2011,,751-800,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294592,/universities/bournemouth-university,Bournemouth University,"<img src=""https://www.topuniversities.com/sites/default/files/bournemouth-university_592560cf2aeae70239af4ac4_small.jpg"" alt=""Bournemouth University Logo"">",64,,751-800,United Kingdom,Europe,5,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297018,/universities/chongqing-university,Chongqing University,"<img src=""https://www.topuniversities.com/sites/default/files/chongqing-university_873_small_0.jpg"" alt=""Chongqing University Logo"">",873,,751-800,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294530,/universities/chungnam-national-university,Chungnam National University,"<img src=""https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg"" alt=""Chungnam National University Logo"">",127,,751-800,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297397,/universities/clarkson-university,Clarkson University,"<img src=""https://www.topuniversities.com/sites/default/files/clarkson-university_592560cf2aeae70239af5181_small_1.jpg"" alt=""Clarkson University Logo"">",1790,,751-800,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296758,/universities/dankook-university,Dankook University,"<img src=""https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg"" alt=""Dankook University Logo"">",1046,,751-800,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
294404,/universities/florida-international-university,Florida International University,"<img src=""https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg"" alt=""Florida International University Logo"">",210,,751-800,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294343,/universities/georgia-state-university,Georgia State University,"<img src=""https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg"" alt=""Georgia State University Logo"">",226,,751-800,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295900,/universities/indiana-university-purdue-university-indianapolis,Indiana University–Purdue University Indianapolis,"<img src=""https://www.topuniversities.com/sites/default/files/indiana-universitypurdue-university-indianapolis_592560e09988f300e2320b78_small.jpg"" alt=""Indiana University–Purdue University Indianapolis Logo"">",20307,,751-800,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294206,/universities/istanbul-technical-university,Istanbul Technical University,"<img src=""https://www.topuniversities.com/sites/default/files/istanbul-technical-university_296_small.jpg"" alt=""Istanbul Technical University Logo"">",296,,751-800,Turkey,Asia,NA,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
295742,/universities/jamia-millia-islamia,Jamia Millia Islamia,"<img src=""https://www.topuniversities.com/sites/default/files/jamia-millia-islamia-new-delhi_592560e19988f300e2320f1d_small.jpg"" alt=""Jamia Millia Islamia Logo"">",22908,,751-800,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
293622,/universities/kazakh-british-technical-university,Kazakh-British Technical University,"<img src=""https://www.topuniversities.com/sites/default/files/kazakh-british-technical-university_592560cf2aeae70239af55d2_small.jpg"" alt=""Kazakh-British Technical University Logo"">",14125,,751-800,Kazakhstan,Asia,NA,
295114,/universities/njsc-kimep-university,NJSC KIMEP University,"<img src=""https://www.topuniversities.com/sites/default/files/kimep-university_592560cf2aeae70239af52ea_small.jpg"" alt=""NJSC KIMEP University Logo"">",2151,,751-800,Kazakhstan,Asia,NA,
297533,/universities/london-south-bank-university,London South Bank University,"<img src=""https://www.topuniversities.com/sites/default/files/london-south-bank-university_592560cf2aeae70239af50e3_small_5.jpg"" alt=""London South Bank University Logo"">",1630,,751-800,United Kingdom,Europe,4,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297312,/universities/manipal-academy-higher-education-manipal-karnataka-india,"Manipal Academy of Higher Education, Manipal, Karnataka, India","<img src=""https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg"" alt=""Manipal Academy of Higher Education, Manipal, Karnataka, India Logo"">",914,,751-800,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
295250,/universities/new-jersey-institute-technology-njit,New Jersey Institute of Technology (NJIT),"<img src=""https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg"" alt=""New Jersey Institute of Technology (NJIT) Logo"">",2290,,751-800,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295037,/universities/northwest-university-china,Northwest University (China),"<img src=""https://www.topuniversities.com/sites/default/files/northwest-university-china_592560cf2aeae70239af5297_small.jpg"" alt=""Northwest University (China) Logo"">",2067,,751-800,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297519,/universities/nottingham-trent-university,Nottingham Trent University,"<img src=""https://www.topuniversities.com/sites/default/files/nottingham-trent-university_1634_small_0.jpg"" alt=""Nottingham Trent University Logo"">",1634,,751-800,United Kingdom,Europe,4,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
295202,/universities/oklahoma-state-university,Oklahoma State University,"<img src=""https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_small_1.jpg"" alt=""Oklahoma State University Logo"">",2241,,751-800,United States,North America,5,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296146,/universities/paris-lodron-university-salzburg,Paris Lodron University of Salzburg,"<img src=""https://www.topuniversities.com/sites/default/files/paris-lodron-university-of-salzburg_592560cf2aeae70239af51de_small.jpg"" alt=""Paris Lodron University of Salzburg Logo"">",1883,,751-800,Austria,Europe,NA,"<a href=""/where-to-study/europe/austria/guide"" class=""guide-link"" target=""_blank"">Austria</a>"
295117,/universities/plekhanov-russian-university-economics,Plekhanov Russian University of Economics,"<img src=""https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small_4.jpg"" alt=""Plekhanov Russian University of Economics Logo"">",2154,,751-800,Russia,Europe,5,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>"
296557,/universities/politecnico-di-bari,Politecnico di Bari,"<img src=""https://www.topuniversities.com/sites/default/files/politecnico-di-bari_592560cf2aeae70239af5002_small.jpg"" alt=""Politecnico di Bari Logo"">",1406,,751-800,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
295923,/universities/prince-mohammad-bin-fahd-university,Prince Mohammad Bin Fahd university,"<img src=""https://www.topuniversities.com/sites/default/files/prince-mohammad-bin-fahd-university_592560df9988f300e2320a8a_small.jpg"" alt=""Prince Mohammad Bin Fahd university Logo"">",19588,,751-800,Saudi Arabia,Asia,NA,"<a href=""/where-to-study/asia/saudi-arabia/guide"" class=""guide-link"" target=""_blank"">Saudi Arabia</a>"
294166,/universities/universitat-rovira-i-virgili,Universitat Rovira i Virgili,"<img src=""https://www.topuniversities.com/sites/default/files/universitat-rovira-i-virgili_592560cf2aeae70239af5826_small.jpg"" alt=""Universitat Rovira i Virgili Logo"">",15012,,751-800,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
295063,/universities/rutgers-university-newark,Rutgers University–Newark,"<img src=""https://www.topuniversities.com/sites/default/files/rutgers-the-state-university-of-new-jersey_592560cf2aeae70239af52b1_small.jpg"" alt=""Rutgers University–Newark Logo"">",2093,,751-800,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296976,/universities/institut-teknologi-sepuluh-nopember-its,Institut Teknologi Sepuluh Nopember (ITS),"<img src=""https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg"" alt=""Institut Teknologi Sepuluh Nopember (ITS) Logo"">",942,,751-800,Indonesia,Asia,NA,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>"
296819,/universities/southern-cross-university,Southern Cross University,"<img src=""https://www.topuniversities.com/sites/default/files/southern-cross-university-_592560cf2aeae70239af4dcf_small.jpg"" alt=""Southern Cross University Logo"">",842,,751-800,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
295389,/universities/technical-university-liberec,Technical University of Liberec,"<img src=""https://www.topuniversities.com/sites/default/files/technical-university-of-liberec_592560cf2aeae70239af5a5a_small.jpg"" alt=""Technical University of Liberec Logo"">",25671,,751-800,Czech Republic,Europe,NA,"<a href=""/where-to-study/europe/czech-republic/guide"" class=""guide-link"" target=""_blank"">Czech Republic</a>"
293648,/universities/tokyo-university-science,Tokyo University of Science,"<img src=""https://www.topuniversities.com/sites/default/files/tokyo-university-of-science_14169_small.jpg"" alt=""Tokyo University of Science Logo"">",14169,,751-800,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
293426,/universities/universidad-central-de-venezuela,Universidad Central de Venezuela,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg"" alt=""Universidad Central de Venezuela Logo"">",2618,,751-800,Venezuela,Latin America,,"<a href=""/where-to-study/latin-america/venezuela/guide"" class=""guide-link"" target=""_blank"">Venezuela</a>"
296848,/universities/universidad-de-guadalajara-udg,Universidad de Guadalajara (UDG),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small_2.jpg"" alt=""Universidad de Guadalajara (UDG) Logo"">",1714,,751-800,Mexico,Latin America,4,"<a href=""/where-to-study/latin-america/mexico/guide"" class=""guide-link"" target=""_blank"">Mexico</a>"
294100,/universities/universidad-de-la-sabana,Universidad de La Sabana,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg"" alt=""Universidad de La Sabana Logo"">",332,,751-800,Colombia,Latin America,NA,"<a href=""/where-to-study/latin-america/colombia/guide"" class=""guide-link"" target=""_blank"">Colombia</a>"
293462,/universities/universidad-san-francisco-de-quito-usfq,Universidad San Francisco de Quito (USFQ),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg"" alt=""Universidad San Francisco de Quito (USFQ) Logo"">",2654,,751-800,Ecuador,Latin America,NA,"<a href=""/where-to-study/latin-america/ecuador/guide"" class=""guide-link"" target=""_blank"">Ecuador</a>"
296460,/universities/university-basque-country,University of the Basque Country,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg"" alt=""University of the Basque Country Logo"">",1513,,751-800,Spain,Europe,,"<a href=""/where-to-study/europe/spain/guide"" class=""guide-link"" target=""_blank"">Spain</a>"
296857,/universities/universidad-del-rosario,Universidad del Rosario,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small_0.jpg"" alt=""Universidad del Rosario Logo"">",1738,,751-800,Colombia,Latin America,4,"<a href=""/where-to-study/latin-america/colombia/guide"" class=""guide-link"" target=""_blank"">Colombia</a>"
297066,/universities/ca-foscari-university-venice,Ca' Foscari University of Venice,"<img src=""https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg"" alt=""Ca' Foscari University of Venice Logo"">",764,,751-800,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
294849,/universities/university-modena-reggio-emilia,University of Modena and Reggio Emilia,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg"" alt=""University of Modena and Reggio Emilia Logo"">",411,,751-800,Italy,Europe,NA,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
297567,/universities/universita-degli-studi-di-perugia,Università degli Studi di Perugia,"<img src=""https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small_0.jpg"" alt=""Università degli Studi di Perugia Logo"">",497,,751-800,Italy,Europe,NA,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
294436,/universities/universitat-duisburg-essen,Universität Duisburg-Essen,"<img src=""https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg"" alt=""Universität Duisburg-Essen Logo"">",199,,751-800,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
294487,/universities/university-duesseldorf,University Duesseldorf,"<img src=""https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg"" alt=""University Duesseldorf Logo"">",171,,751-800,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
397495,/universities/universite-de-lille,Université de Lille,"<img src=""https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg"" alt=""Université de Lille Logo"">",36574,,751-800,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
293851,/universities/universiti-malaysia-pahang,Universiti Malaysia Pahang,"<img src=""https://www.topuniversities.com/sites/default/files/universiti-malaysia-pahang_592560dd9988f300e2320686_small.jpg"" alt=""Universiti Malaysia Pahang Logo"">",14430,,751-800,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
294711,/universities/university-albany-suny,University at Albany SUNY,"<img src=""https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg"" alt=""University at Albany SUNY Logo"">",1835,,751-800,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
293775,/universities/university-brescia,University of Brescia,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg"" alt=""University of Brescia Logo"">",14328,,751-800,Italy,Europe,,"<a href=""/where-to-study/europe/italy/guide"" class=""guide-link"" target=""_blank"">Italy</a>"
297521,/universities/university-patras,University of Patras,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg"" alt=""University of Patras Logo"">",491,,751-800,Greece,Europe,NA,"<a href=""/where-to-study/europe/greece/guide"" class=""guide-link"" target=""_blank"">Greece</a>"
297161,/universities/university-seoul,University of Seoul,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg"" alt=""University of Seoul Logo"">",1113,,751-800,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297595,/universities/university-tulsa,University of Tulsa,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg"" alt=""University of Tulsa Logo"">",811,,751-800,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296897,/universities/university-windsor,University of Windsor,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg"" alt=""University of Windsor Logo"">",1759,,751-800,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
295689,/universities/adam-mickiewicz-university-poznan,"Adam Mickiewicz University, Poznań","<img src=""https://www.topuniversities.com/sites/default/files/adam-mickiewicz-university-pozna_592560e29988f300e2321163_small.jpg"" alt=""Adam Mickiewicz University, Poznań Logo"">",23632,,801-1000,Poland,Europe,,"<a href=""/where-to-study/europe/poland/guide"" class=""guide-link"" target=""_blank"">Poland</a>"
296504,/universities/agh-university-science-technology,AGH University of Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/agh-university-of-science-and-technology_1461_small.jpg"" alt=""AGH University of Science and Technology Logo"">",1461,,801-1000,Poland,Europe,,"<a href=""/where-to-study/europe/poland/guide"" class=""guide-link"" target=""_blank"">Poland</a>"
297631,/universities/ain-shams-university,Ain Shams University,"<img src=""https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small_0.jpg"" alt=""Ain Shams University Logo"">",1205,,801-1000,Egypt,Africa,4,"<a href=""/where-to-study/africa/egypt/guide"" class=""guide-link"" target=""_blank"">Egypt</a>"
297619,/universities/alexandria-university,Alexandria University,"<img src=""https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg"" alt=""Alexandria University Logo"">",1209,,801-1000,Egypt,Africa,,"<a href=""/where-to-study/africa/egypt/guide"" class=""guide-link"" target=""_blank"">Egypt</a>"
295760,/universities/aligarh-muslim-university,Aligarh Muslim University,"<img src=""https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg"" alt=""Aligarh Muslim University Logo"">",22880,,801-1000,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
296992,/universities/amrita-vishwa-vidyapeetham,Amrita Vishwa Vidyapeetham,"<img src=""https://www.topuniversities.com/sites/default/files/amrita-vishwa-vidyapeetham-amrita-university_592560cf2aeae70239af4e04_small.jpg"" alt=""Amrita Vishwa Vidyapeetham Logo"">",896,,801-1000,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
297383,/universities/ankara-universitesi,Ankara Üniversitesi,"<img src=""https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg"" alt=""Ankara Üniversitesi Logo"">",1569,,801-1000,Turkey,Asia,,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
296811,/universities/anna-university,Anna University,"<img src=""https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg"" alt=""Anna University Logo"">",898,,801-1000,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
294622,/universities/athens-university-economics-business,Athens University of Economics and Business,"<img src=""https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg"" alt=""Athens University of Economics and Business Logo"">",34,,801-1000,Greece,Europe,NA,"<a href=""/where-to-study/europe/greece/guide"" class=""guide-link"" target=""_blank"">Greece</a>"
294776,/universities/auburn-university,Auburn University,"<img src=""https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg"" alt=""Auburn University Logo"">",1872,,801-1000,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297047,/universities/australian-catholic-university,Australian Catholic University,"<img src=""https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg"" alt=""Australian Catholic University Logo"">",837,,801-1000,Australia,Oceania,4,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
295039,/universities/babes-bolyai-university,Babes-Bolyai University,"<img src=""https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg"" alt=""Babes-Bolyai University Logo"">",2069,,801-1000,Romania,Europe,4,"<a href=""/where-to-study/europe/romania/guide"" class=""guide-link"" target=""_blank"">Romania</a>"
296990,/universities/banaras-hindu-university,Banaras Hindu University,"<img src=""https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg"" alt=""Banaras Hindu University Logo"">",900,,801-1000,India,Asia,NA,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>"
297037,/universities/bangladesh-university-engineering-technology,Bangladesh University of Engineering and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg"" alt=""Bangladesh University of Engineering and Technology Logo"">",852,,801-1000,Bangladesh,Asia,NA,
