nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
294850,/universities/massachusetts-institute-technology-mit,Massachusetts Institute of Technology (MIT),"<img src=""https://www.topuniversities.com/sites/default/files/massachusetts-institute-of-technology-mit_410_small_0.jpg"" alt=""Massachusetts Institute of Technology (MIT) Logo"">",410,100,1,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297282,/universities/stanford-university,Stanford University,"<img src=""https://www.topuniversities.com/sites/default/files/stanford-university_573_small_0.jpg"" alt=""Stanford University Logo"">",573,98.4,2,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294270,/universities/harvard-university,Harvard University,"<img src=""https://www.topuniversities.com/sites/default/files/harvard-university_253_small_0.jpg"" alt=""Harvard University Logo"">",253,97.9,3,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294562,/universities/california-institute-technology-caltech,California Institute of Technology (Caltech),"<img src=""https://www.topuniversities.com/sites/default/files/california-institute-of-technology-caltech_94_small_1.jpg"" alt=""California Institute of Technology (Caltech) Logo"">",94,97,4,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294654,/universities/university-oxford,University of Oxford,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-oxford_478_small_0.jpg"" alt=""University of Oxford Logo"">",478,96.7,5,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294432,/universities/eth-zurich-swiss-federal-institute-technology,ETH Zurich - Swiss Federal Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small_0.jpg"" alt=""ETH Zurich - Swiss Federal Institute of Technology Logo"">",201,95,6,Switzerland,Europe,NA,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>"
294561,/universities/university-cambridge,University of Cambridge,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small_1.jpg"" alt=""University of Cambridge Logo"">",95,94.3,7,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294030,/universities/imperial-college-london,Imperial College London,"<img src=""https://www.topuniversities.com/sites/default/files/imperial-college-london_592560cf2aeae70239af4be8_small_2.jpg"" alt=""Imperial College London Logo"">",356,93.6,8,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294536,/universities/university-chicago,University of Chicago,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small_0.jpg"" alt=""University of Chicago Logo"">",120,93.1,9,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294014,/universities/ucl,UCL,"<img src=""https://www.topuniversities.com/sites/default/files/ucl_592560cf2aeae70239af4bf1_small_7.jpg"" alt=""UCL Logo"">",365,92.9,10,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294798,/universities/national-university-singapore-nus,National University of Singapore (NUS),"<img src=""https://www.topuniversities.com/sites/default/files/national-university-of-singapore-nus_443_small_0.jpg"" alt=""National University of Singapore (NUS) Logo"">",443,91.5,11,Singapore,Asia,NA,
297490,/universities/princeton-university,Princeton University,"<img src=""https://www.topuniversities.com/sites/default/files/princeton-university_508_small_0.jpg"" alt=""Princeton University Logo"">",508,91,12,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294821,/universities/nanyang-technological-university-singapore-ntu,"Nanyang Technological University, Singapore (NTU)","<img src=""https://www.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small_0.jpg"" alt=""Nanyang Technological University, Singapore (NTU) Logo"">",431,89.9,13,Singapore,Asia,,
294481,/universities/epfl,EPFL,"<img src=""https://www.topuniversities.com/sites/default/files/epfl-ecole-polytechnique-federale-de-lausanne_592560cf2aeae70239af4b34_small.jpg"" alt=""EPFL Logo"">",177,89.6,14,Switzerland,Europe,NA,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>"
297235,/universities/tsinghua-university,Tsinghua University,"<img src=""https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small_1.jpg"" alt=""Tsinghua University Logo"">",626,89.2,15,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297569,/universities/university-pennsylvania,University of Pennsylvania,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg"" alt=""University of Pennsylvania Logo"">",495,88.6,16,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297177,/universities/yale-university,Yale University,"<img src=""https://www.topuniversities.com/sites/default/files/yale-university_684_small_1.jpg"" alt=""Yale University Logo"">",684,88,17,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294514,/universities/cornell-university,Cornell University,"<img src=""https://www.topuniversities.com/sites/default/files/cornell-university_143_small_0.jpg"" alt=""Cornell University Logo"">",143,87.6,18,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294519,/universities/columbia-university,Columbia University,"<img src=""https://www.topuniversities.com/sites/default/files/columbia-university_138_small_0.jpg"" alt=""Columbia University Logo"">",138,86.5,19,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294478,/universities/university-edinburgh,The University of Edinburgh,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-edinburgh_180_small_8.jpg"" alt=""The University of Edinburgh Logo"">",180,85.8,20,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294857,/universities/university-michigan-ann-arbor,University of Michigan-Ann Arbor,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small_0.jpg"" alt=""University of Michigan-Ann Arbor Logo"">",403,84.6,21,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294256,/universities/university-hong-kong,The University of Hong Kong,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-hong-kong_268_small_4.jpg"" alt=""The University of Hong Kong Logo"">",268,83.7,22,Hong Kong SAR,Asia,NA,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
294606,/universities/peking-university,Peking University,"<img src=""https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg"" alt=""Peking University Logo"">",50,83.5,23,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
297246,/universities/university-tokyo,The University of Tokyo,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-tokyo_615_small.jpg"" alt=""The University of Tokyo Logo"">",615,83.2,24,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294184,/universities/johns-hopkins-university,Johns Hopkins University,"<img src=""https://www.topuniversities.com/sites/default/files/johns-hopkins-university_305_small_0.jpg"" alt=""Johns Hopkins University Logo"">",305,82.7,=25,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297242,/universities/university-toronto,University of Toronto,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-toronto_619_small.jpg"" alt=""University of Toronto Logo"">",619,82.7,=25,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294255,/universities/hong-kong-university-science-technology,The Hong Kong University of Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/the-hong-kong-university-of-science-and-technology_269_small_2.jpg"" alt=""The Hong Kong University of Science and Technology Logo"">",269,82.1,=27,Hong Kong SAR,Asia,NA,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
294871,/universities/university-manchester,The University of Manchester,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-manchester_389_small_5.jpg"" alt=""The University of Manchester Logo"">",389,82.1,=27,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294767,/universities/northwestern-university,Northwestern University,"<img src=""https://www.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small_0.jpg"" alt=""Northwestern University Logo"">",456,81.5,29,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294572,/universities/university-california-berkeley-ucb,"University of California, Berkeley (UCB)","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg"" alt=""University of California, Berkeley (UCB) Logo"">",84,80.8,30,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294616,/universities/australian-national-university,The Australian National University,"<img src=""https://www.topuniversities.com/sites/default/files/the-australian-national-university_40_small_0.jpg"" alt=""The Australian National University Logo"">",40,80,=31,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294029,/universities/kings-college-london,King's College London,"<img src=""https://www.topuniversities.com/sites/default/files/kings-college-london_357_small_1.jpg"" alt=""King's College London Logo"">",357,80,=31,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294864,/universities/mcgill-university,McGill University,"<img src=""https://www.topuniversities.com/sites/default/files/mcgill-university_592560cf2aeae70239af4c10_small_4.jpg"" alt=""McGill University Logo"">",396,80,=31,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
294367,/universities/fudan-university,Fudan University,"<img src=""https://www.topuniversities.com/sites/default/files/fudan-university_218_small_0.jpg"" alt=""Fudan University Logo"">",218,79.9,34,China (Mainland),Asia,NA,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294786,/universities/new-york-university-nyu,New York University (NYU),"<img src=""https://www.topuniversities.com/sites/default/files/new-york-university-nyu_448_small_0.jpg"" alt=""New York University (NYU) Logo"">",448,79.4,35,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294569,/universities/university-california-los-angeles-ucla,"University of California, Los Angeles (UCLA)","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg"" alt=""University of California, Los Angeles (UCLA) Logo"">",87,79.2,36,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297403,/universities/seoul-national-university,Seoul National University,"<img src=""https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg"" alt=""Seoul National University Logo"">",553,79,37,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
294111,/universities/kyoto-university,Kyoto University,"<img src=""https://www.topuniversities.com/sites/default/files/kyoto-university_328_small.jpg"" alt=""Kyoto University Logo"">",328,78.9,38,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294124,/universities/kaist-korea-advanced-institute-science-technology,KAIST - Korea Advanced Institute of Science & Technology,"<img src=""https://www.topuniversities.com/sites/default/files/kaist-korea-advanced-institute-of-science-technology_324_small.jpg"" alt=""KAIST - Korea Advanced Institute of Science & Technology Logo"">",324,78.6,39,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
296815,/universities/university-sydney,The University of Sydney,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-sydney_592560cf2aeae70239af4cd0_small_0.jpg"" alt=""The University of Sydney Logo"">",588,77.1,40,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294861,/universities/university-melbourne,The University of Melbourne,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-melbourne_399_small_1.jpg"" alt=""The University of Melbourne Logo"">",399,76.5,41,Australia,Oceania,NA,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294490,/universities/duke-university,Duke University,"<img src=""https://www.topuniversities.com/sites/default/files/duke-university_168_small_0.jpg"" alt=""Duke University Logo"">",168,76.4,42,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294277,/universities/chinese-university-hong-kong-cuhk,The Chinese University of Hong Kong (CUHK),"<img src=""https://www.topuniversities.com/sites/default/files/the-chinese-university-of-hong-kong-cuhk_123_small_33.jpg"" alt=""The Chinese University of Hong Kong (CUHK) Logo"">",123,75.8,43,Hong Kong SAR,Asia,NA,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
294788,/universities/university-new-south-wales-unsw-sydney,The University of New South Wales (UNSW Sydney),"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-new-south-wales-unsw-sydney_447_small.jpg"" alt=""The University of New South Wales (UNSW Sydney) Logo"">",447,75.4,44,Australia,Oceania,6,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294586,/universities/university-british-columbia,University of British Columbia,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg"" alt=""University of British Columbia Logo"">",70,74.8,45,Canada,North America,NA,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
297460,/universities/university-queensland,The University of Queensland,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-queensland_515_small_8.jpg"" alt=""The University of Queensland Logo"">",515,74.5,46,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297378,/universities/shanghai-jiao-tong-university,Shanghai Jiao Tong University,"<img src=""https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg"" alt=""Shanghai Jiao Tong University Logo"">",556,74.4,47,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294527,/universities/city-university-hong-kong,City University of Hong Kong,"<img src=""https://www.topuniversities.com/sites/default/files/city-university-of-hong-kong_592560cf2aeae70239af4b05_small_0.jpg"" alt=""City University of Hong Kong Logo"">",130,74.3,48,Hong Kong SAR,Asia,,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
294016,/universities/london-school-economics-political-science-lse,The London School of Economics and Political Science (LSE),"<img src=""https://www.topuniversities.com/sites/default/files/london-school-of-economics-and-political-science-lse_362_small_7.jpg"" alt=""The London School of Economics and Political Science (LSE) Logo"">",362,73.9,49,United Kingdom,Europe,NA,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297262,/universities/technical-university-munich,Technical University of Munich,"<img src=""https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg"" alt=""Technical University of Munich Logo"">",599,73.6,50,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
294555,/universities/carnegie-mellon-university,Carnegie Mellon University,"<img src=""https://www.topuniversities.com/sites/default/files/carnegie-mellon-university_101_small.jpg"" alt=""Carnegie Mellon University Logo"">",101,73.4,51,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
397503,/universities/universite-psl,Université PSL,"<img src=""https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg"" alt=""Université PSL Logo"">",27067,73.3,52,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
297123,/universities/zhejiang-university,Zhejiang University,"<img src=""https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg"" alt=""Zhejiang University Logo"">",692,71.9,53,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
294567,/universities/university-california-san-diego-ucsd,"University of California, San Diego (UCSD)","<img src=""https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg"" alt=""University of California, San Diego (UCSD) Logo"">",89,71.2,54,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294848,/universities/monash-university,Monash University,"<img src=""https://www.topuniversities.com/sites/default/files/monash-university_412_small_1.jpg"" alt=""Monash University Logo"">",412,70.9,55,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
297248,/universities/tokyo-institute-technology-tokyo-tech,Tokyo Institute of Technology (Tokyo Tech),"<img src=""https://www.topuniversities.com/sites/default/files/tokyo-institute-of-technology_592560cf2aeae70239af4ceb_small_13.jpg"" alt=""Tokyo Institute of Technology (Tokyo Tech) Logo"">",613,70.8,56,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294502,/universities/delft-university-technology,Delft University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg"" alt=""Delft University of Technology Logo"">",155,70.7,57,Netherlands,Europe,NA,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
294587,/universities/university-bristol,University of Bristol,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small_9.jpg"" alt=""University of Bristol Logo"">",69,70.6,58,United Kingdom,Europe,6,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294877,/universities/universiti-malaya-um,Universiti Malaya (UM),"<img src=""https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg"" alt=""Universiti Malaya (UM) Logo"">",383,70.1,59,Malaysia,Asia,5,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
294584,/universities/brown-university,Brown University,"<img src=""https://www.topuniversities.com/sites/default/files/brown-university_72_small_0.jpg"" alt=""Brown University Logo"">",72,70,60,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294480,/universities/ecole-polytechnique,Ecole Polytechnique,"<img src=""https://www.topuniversities.com/sites/default/files/ecole-polytechnique_592560cf2aeae70239af4b36_small_7.jpg"" alt=""Ecole Polytechnique Logo"">",178,69.9,=61,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
297816,/universities/university-amsterdam,University of Amsterdam,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small_11.jpg"" alt=""University of Amsterdam Logo"">",18,69.9,=61,Netherlands,Europe,NA,"<a href=""/where-to-study/europe/netherlands/guide"" class=""guide-link"" target=""_blank"">Netherlands</a>"
297197,/universities/university-warwick,The University of Warwick,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-warwick_664_small_1.jpg"" alt=""The University of Warwick Logo"">",664,69,62,United Kingdom,Europe,,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
294840,/universities/ludwig-maximilians-universitat-munchen,Ludwig-Maximilians-Universität München,"<img src=""https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small_2.jpg"" alt=""Ludwig-Maximilians-Universität München Logo"">",420,68.9,63,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
294265,/universities/ruprecht-karls-universitat-heidelberg,Ruprecht-Karls-Universität Heidelberg,"<img src=""https://www.topuniversities.com/sites/default/files/ruprecht-karls-universitaet-heidelberg_259_small.jpg"" alt=""Ruprecht-Karls-Universität Heidelberg Logo"">",259,68.6,64,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297183,/universities/university-wisconsin-madison,University of Wisconsin-Madison,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg"" alt=""University of Wisconsin-Madison Logo"">",678,68.2,65,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294804,/universities/national-taiwan-university-ntu,National Taiwan University (NTU),"<img src=""https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_441_small.jpg"" alt=""National Taiwan University (NTU) Logo"">",441,67.5,=66,Taiwan,Asia,NA,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>"
294578,/universities/universidad-de-buenos-aires-uba,Universidad de Buenos Aires (UBA),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg"" alt=""Universidad de Buenos Aires (UBA) Logo"">",78,67.5,=66,Argentina,Latin America,NA,"<a href=""/where-to-study/latin-america/argentina/guide"" class=""guide-link"" target=""_blank"">Argentina</a>"
294121,/universities/korea-university,Korea University,"<img src=""https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg"" alt=""Korea University Logo"">",325,67.1,=69,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297126,/universities/university-zurich,University of Zurich,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg"" alt=""University of Zurich Logo"">",693,67.1,=69,Switzerland,Europe,,"<a href=""/where-to-study/europe/switzerland/guide"" class=""guide-link"" target=""_blank"">Switzerland</a>"
297257,/universities/university-texas-austin,University of Texas at Austin,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg"" alt=""University of Texas at Austin Logo"">",604,66.7,71,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297628,/universities/osaka-university,Osaka University,"<img src=""https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg"" alt=""Osaka University Logo"">",472,66.1,=72,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
297194,/universities/university-washington,University of Washington,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small_0.jpg"" alt=""University of Washington Logo"">",667,66.1,=72,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294842,/universities/lomonosov-moscow-state-university,Lomonosov Moscow State University,"<img src=""https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small_1.jpg"" alt=""Lomonosov Moscow State University Logo"">",418,65.9,74,Russia,Europe,NA,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>"
294257,/universities/hong-kong-polytechnic-university,The Hong Kong Polytechnic University,"<img src=""https://www.topuniversities.com/sites/default/files/the-hong-kong-polytechnic-university_267_large.jpg"" alt=""The Hong Kong Polytechnic University Logo"">",267,65.8,75,Hong Kong SAR,Asia,NA,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
294516,/universities/university-copenhagen,University of Copenhagen,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg"" alt=""University of Copenhagen Logo"">",141,65.5,76,Denmark,Europe,NA,"<a href=""/where-to-study/europe/denmark/guide"" class=""guide-link"" target=""_blank"">Denmark</a>"
297501,/universities/pohang-university-science-technology-postech,Pohang University of Science And Technology (POSTECH),"<img src=""https://www.topuniversities.com/sites/default/files/pohang-university-of-science-and-technology-postech_592560cf2aeae70239af4c7b_small.jpg"" alt=""Pohang University of Science And Technology (POSTECH) Logo"">",502,64.6,=77,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
294322,/universities/university-glasgow,University of Glasgow,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-glasgow_231_small.jpg"" alt=""University of Glasgow Logo"">",231,64.6,=77,United Kingdom,Europe,6,"<a href=""/where-to-study/europe/united-kingdom/guide"" class=""guide-link"" target=""_blank"">United Kingdom</a>"
297250,/universities/tohoku-university,Tohoku University,"<img src=""https://www.topuniversities.com/sites/default/files/tohoku-university_611_small_0.jpg"" alt=""Tohoku University Logo"">",611,64.3,79,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294349,/universities/georgia-institute-technology,Georgia Institute of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/georgia-institute-of-technology_225_small.jpg"" alt=""Georgia Institute of Technology Logo"">",225,64.1,80,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294619,/universities/university-auckland,The University of Auckland,"<img src=""https://www.topuniversities.com/sites/default/files/the-university-of-auckland_592560cf2aeae70239af4aa8_small_2.jpg"" alt=""The University of Auckland Logo"">",37,64,81,New Zealand,Oceania,6,"<a href=""/where-to-study/oceania/new-zealand/guide"" class=""guide-link"" target=""_blank"">New Zealand</a>"
295060,/universities/university-illinois-urbana-champaign,University of Illinois at Urbana-Champaign,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small_0.jpg"" alt=""University of Illinois at Urbana-Champaign Logo"">",2090,63.4,82,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
396462,/universities/sorbonne-university,Sorbonne University,"<img src=""https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small_0.jpg"" alt=""Sorbonne University Logo"">",34362,63.3,83,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
294551,/universities/ku-leuven,KU Leuven,"<img src=""https://www.topuniversities.com/sites/default/files/ku-leuven_592560cf2aeae70239af4aec_small_2.jpg"" alt=""KU Leuven Logo"">",105,63,84,Belgium,Europe,NA,"<a href=""/where-to-study/europe/belgium/guide"" class=""guide-link"" target=""_blank"">Belgium</a>"
297129,/universities/yonsei-university,Yonsei University,"<img src=""https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg"" alt=""Yonsei University Logo"">",688,62.5,85,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
